Unnamed: 0,Title,Desc,Type,BodyPart,Equipment,Level,Rating,RatingDesc,processed_description,exercise_type,muscle_group,equipment,difficulty,key_fitness_terms
74,MetaBurn Alternating Dumbbell Sit-Through,,Strength,Abdominals,Dumbbell,Intermediate,,,,Strength,Abdominals,Dumbbell,Intermediate,[]
75,MetaBurn Alternating Plank Row With Dumbbell Pull-Through,,Strength,Abdominals,Dumbbell,Intermediate,,,,Strength,Abdominals,Dumbbell,Intermediate,[]
76,MetaBurn Alternating Plank Row With Push-Up,,Strength,Abdominals,Dumbbell,Intermediate,,,,Strength,Abdominals,Dumbbell,Intermediate,[]
77,MetaBurn Dumbbell Russian Twist,,Strength,Abdominals,Dumbbell,Intermediate,,,,Strength,Abdominals,Dumbbell,Intermediate,[]
78,MetaBurn Dumbbell Toe-Touch,,Strength,Abdominals,Dumbbell,Intermediate,,,,Strength,Abdominals,Dumbbell,Intermediate,[]
79,MetaBurn Plank To Alternating Row,,Strength,Abdominals,Dumbbell,Intermediate,,,,Strength,Abdominals,Dumbbell,Intermediate,[]
80,Standing dumbbell knee crunch-,"The standing dumbbell knee crunch is a great way to train the abs while standing up. Additionally, the deltoids are worked because the lifter holds a pair of dumbbells overhead throughout.",Strength,Abdominals,Dumbbell,Intermediate,,,standing dumbbell knee crunch great way train abs standing additionally deltoids worked lifter holds pair dumbbells overhead throughout,Strength,Abdominals,Dumbbell,Intermediate,"['standing', 'dumbbell', 'crunch', 'standing']"
81,MetaBurn Plank With Dumbbell Rotation,,Strength,Abdominals,Dumbbell,Intermediate,,,,Strength,Abdominals,Dumbbell,Intermediate,[]
82,FYR2 Dumbbell Crab Reach,,Strength,Abdominals,Dumbbell,Intermediate,,,,Strength,Abdominals,Dumbbell,Intermediate,[]
83,FYR2 Dumbbell Man-Maker,,Strength,Abdominals,Dumbbell,Intermediate,,,,Strength,Abdominals,Dumbbell,Intermediate,[]
84,FYR2 Dumbbell Sit-Up Reach,,Strength,Abdominals,Dumbbell,Intermediate,,,,Strength,Abdominals,Dumbbell,Intermediate,[]
85,FYR2 Loaded Beast Sprawl,,Strength,Abdominals,Dumbbell,Intermediate,,,,Strength,Abdominals,Dumbbell,Intermediate,[]
86,FYR2 Loaded to Unloaded Beast,,Strength,Abdominals,Dumbbell,Intermediate,,,,Strength,Abdominals,Dumbbell,Intermediate,[]
87,Lying Leg Pullover,,Strength,Abdominals,Dumbbell,Intermediate,,,,Strength,Abdominals,Dumbbell,Intermediate,[]
88,Landmine twist,"The landmine twist is a rotational abdominal movement performed using an angled barbell anchored at floor level in a landmine device. It can also be performed by sticking a barbell in the corner of a room, preferably in a towel to protect the walls. It targets the deep muscles of the core, including both the obliques and the transversus abdominis. It can be done fast or slow, for time or reps, either in traditional muscle-focused rep ranges such as 8-12 reps per side or for higher rep ranges.",Strength,Abdominals,Other,Intermediate,9.5,Average,landmine twist rotational abdominal movement performed using angled barbell anchored floor level landmine device also performed sticking barbell corner room preferably towel protect walls targets deep muscles core including obliques transversus abdominis done fast slow time reps either traditional muscle focused rep ranges 8 12 reps per side higher rep ranges,Strength,Abdominals,Other,Intermediate,"['abdominal', 'movement', 'performed', 'using', 'barbell', 'floor', 'performed', 'barbell', 'targets', 'muscles', 'core', 'including', 'done', 'time', 'reps', 'traditional', 'muscle', 'focused', 'rep', 'ranges', 'reps', 'side', 'higher', 'rep', 'ranges']"
89,Suspended ab fall-out,"The suspended ab fall-out is a dynamic abdominal exercise utilizing a suspension strap system or gymnastic rings. It is similar in form to an ab roller, but can more easily be scaled to be more or less difficult. It targets the muscles of the rectus abdominis or ""six-pack"" muscles, as well as the deep core muscles. It can be trained for low reps for strength or higher reps for muscle definition.",Strength,Abdominals,Other,Intermediate,9.3,Average,suspended ab fall dynamic abdominal exercise utilizing suspension strap system gymnastic rings similar form ab roller easily scaled less difficult targets muscles rectus abdominis six pack muscles well deep core muscles trained low reps strength higher reps muscle definition,Strength,Abdominals,Other,Intermediate,"['dynamic', 'abdominal', 'exercise', 'targets', 'muscles', 'rectus', 'pack', 'muscles', 'core', 'muscles', 'low', 'reps', 'strength', 'higher', 'reps', 'muscle']"
90,Decline reverse crunch,"The decline reverse crunch is a popular bodyweight exercise targeting the abdominal muscles, particularly the lower abs. It is usually performed for high reps, such as 10-15 reps per set or more, as part of the ab-focused portion of a workout.",Strength,Abdominals,Other,Intermediate,9.2,Average,decline reverse crunch popular bodyweight exercise targeting abdominal muscles particularly lower abs usually performed high reps 10 15 reps per set part ab focused portion workout,Strength,Abdominals,Other,Intermediate,"['crunch', 'popular', 'bodyweight', 'exercise', 'targeting', 'abdominal', 'muscles', 'lower', 'performed', 'high', 'reps', 'reps', 'set', 'part', 'focused', 'portion', 'workout']"
91,Plate Twist,,Strength,Abdominals,Other,Beginner,9.0,Average,,Strength,Abdominals,Other,Beginner,[]
92,Weighted Crunches,"The weighted suitcase crunch is a weighted version of a popular abdominal training exercise. The simple addition of a weight makes the suitcase crunch far more difficult, helping build the ""six pack"" muscles and providing a different stimulus to the core during training.",Strength,Abdominals,Other,Intermediate,8.9,Average,weighted suitcase crunch weighted version popular abdominal training exercise simple addition weight makes suitcase crunch far difficult helping build six pack muscles providing different stimulus core training,Strength,Abdominals,Other,Intermediate,"['crunch', 'popular', 'abdominal', 'training', 'exercise', 'weight', 'crunch', 'build', 'pack', 'muscles', 'core', 'training']"
93,Ab Roller,"The ab wheel roll-out is an exercise targeting the abdominals, often with an inexpensive wheel device with a handle on either side. Many trainers and strength coaches claim it's one of, if no the best exercise for developing strength in the midsection. Beginners may have to start with a limited range of motion or just wheel planks.",Strength,Abdominals,Other,Intermediate,8.9,Average,ab wheel roll exercise targeting abdominals often inexpensive wheel device handle either side many trainers strength coaches claim one best exercise developing strength midsection beginners may start limited range motion wheel planks,Strength,Abdominals,Other,Intermediate,"['exercise', 'targeting', 'side', 'many', 'strength', 'exercise', 'strength']"
94,Otis-Up,"The Otis-up is a weighted exercise focusing on the abdominal muscles, as well as the shoulders to a lesser degree. It primarily targets the rectus abdominus or “six-pack” muscles, but also involves the obliques and deep core muscles. It is normally performed on a decline bench holding a weight plate, but can also be performed with a dumbbell, kettlebell, or other weight.",Strength,Abdominals,Other,Intermediate,8.8,Average,otis weighted exercise focusing abdominal muscles well shoulders lesser degree primarily targets rectus abdominus six pack muscles also involves obliques deep core muscles normally performed decline bench holding weight plate also performed dumbbell kettlebell weight,Strength,Abdominals,Other,Intermediate,"['exercise', 'abdominal', 'muscles', 'shoulders', 'targets', 'rectus', 'pack', 'muscles', 'involves', 'core', 'muscles', 'performed', 'bench', 'weight', 'performed', 'dumbbell', 'kettlebell', 'weight']"
95,Captain's chair knee raise,"The captain's chair knee raise is a bodyweight exercise that targets the abs. It is performed on an apparatus that allows the forearms to rest on pads and the upright torso to hang freely. Knee raises are often performed for moderate to high reps, such as 8-12 reps or more, as part of ab-focused training.",Strength,Abdominals,Other,Intermediate,8.6,Average,captain chair knee raise bodyweight exercise targets abs performed apparatus allows forearms rest pads upright torso hang freely knee raises often performed moderate high reps 8 12 reps part ab focused training,Strength,Abdominals,Other,Intermediate,"['raise', 'bodyweight', 'exercise', 'targets', 'performed', 'performed', 'moderate', 'high', 'reps', 'reps', 'part', 'focused', 'training']"
96,Sledgehammer swing,The sledgehammer swing is an exercise working the abdominals and numerous other muscles. The sledgehammer is slammed from overhead onto a tire which absorbs the impact and causes the hammer to bounce back up. It can be performed for time or reps as part of a functional fitness or athleticism-focused workout.,Plyometrics,Abdominals,Other,Intermediate,8.6,Average,sledgehammer swing exercise working abdominals numerous muscles sledgehammer slammed overhead onto tire absorbs impact causes hammer bounce back performed time reps part functional fitness athleticism focused workout,Plyometrics,Abdominals,Other,Intermediate,"['exercise', 'muscles', 'performed', 'time', 'reps', 'part', 'focused', 'workout']"
97,Decline bar press sit-up,"The decline bar press sit-up is a weighted core exercise targeting the abdominal muscles, particularly the lower abs. It also challenges the shoulders and upper back to move the weight. Weighted sit-up variations are usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of the core-focused portion of a workout.",Strength,Abdominals,Barbell,Intermediate,8.5,Average,decline bar press sit weighted core exercise targeting abdominal muscles particularly lower abs also challenges shoulders upper back move weight weighted sit variations usually performed moderate high reps 8 12 reps per set part core focused portion workout,Strength,Abdominals,Barbell,Intermediate,"['bar', 'press', 'core', 'exercise', 'targeting', 'abdominal', 'muscles', 'lower', 'shoulders', 'upper', 'move', 'weight', 'performed', 'moderate', 'high', 'reps', 'reps', 'set', 'part', 'core', 'focused', 'portion', 'workout']"
98,Pallof press,"The Pallof press is an isometric exercise that trains core stability. It involves resisting rotation from a cable or band, developing what is sometimes called ""anti-rotation"" core strength. It is most often seen in programs for athletes who compete in sports that test strength, power, and functional movements. It can be trained in timed holds or for reps by pressing the cable or band away from the body.",Strength,Abdominals,Other,Intermediate,8.4,Average,pallof press isometric exercise trains core stability involves resisting rotation cable band developing sometimes called anti rotation core strength often seen programs athletes compete sports test strength power functional movements trained timed holds reps pressing cable band away body,Strength,Abdominals,Other,Intermediate,"['press', 'exercise', 'core', 'involves', 'cable', 'band', 'core', 'strength', 'strength', 'power', 'reps', 'cable', 'band', 'body']"
99,Weighted Sit-Ups - With Bands,"The weighted sit-up is a more difficult version of a highly popular abdominal movement. The simple addition of a weight makes the sit-up far more difficult, providing a different stimulus to the core during training and helping build strong abs.",Strength,Abdominals,Other,Intermediate,8.0,Average,weighted sit difficult version highly popular abdominal movement simple addition weight makes sit far difficult providing different stimulus core training helping build strong abs,Strength,Abdominals,Other,Intermediate,"['popular', 'abdominal', 'movement', 'weight', 'core', 'training', 'build']"
100,Suitcase crunch,"The suitcase crunch is a bodyweight movement that targets the muscles of the abs, the rectus abdominis or ""six-pack"" muscles in particular. It is similar to a V-up, but the lower back stays flat against the ground. It can be performed for time or reps in the ab-focused portion of any workout.",Strength,Abdominals,Other,Intermediate,0.0,Average,suitcase crunch bodyweight movement targets muscles abs rectus abdominis six pack muscles particular similar v lower back stays flat ground performed time reps ab focused portion workout,Strength,Abdominals,Other,Intermediate,"['crunch', 'bodyweight', 'movement', 'targets', 'muscles', 'rectus', 'pack', 'muscles', 'lower', 'performed', 'time', 'reps', 'focused', 'portion', 'workout']"
